company_name,company_number,company_status,company_type,company_subtype,dissolution_date,incorporation_date,removed_date,registered_date,nature_of_business,registered_office_address
COLUMBUS FIFTY SIX LIMITED,11678977,Active,Private limited company,,,2018-11-15,,,65110 66290,"Suite 19, Commer House Station Road Tadcaster LS24 9JF England"
AMGFINANCIALADVISE LTD,17028045,Active,Private limited company,,,2026-02-11,,,65110,31 Mere Drive Sutton Coldfield B75 5AN England
PHILIP T ENGLISH INTERNATIONAL FINANCIAL SERVICES LIMITED,02001734,Active,Private limited company,,,1986-03-19,,,65110 66190,1b Banbury Office Village Noral Way Banbury OX16 2SB England
AXE CAPITAL FS LTD,10517726,Active,Private limited company,,,2016-12-08,,,65110,3 Kirkistown Close Rugby CV21 1AN England
THE WEALTH OFFICE LTD,SC632922,Active,Private limited company,,,2019-06-10,,,64205 65110 65300,220 St. Vincent Street Glasgow G2 5SG Scotland
AC FAMILY PROTECTION LTD,17038912,Active,Private limited company,,,2026-02-17,,,65110,4 Levett Drive Thurcroft Rotherham S66 9FF England
CARDONALD FINANCIAL SERVICES LTD,SC139642,Active,Private limited company,,,1992-08-07,,,65110,"2228 Paisley Road West Cardonald Glasgow G52 3SJ "
LEGACY CARE ADVISORY LTD,16965509,Active,Private limited company,,,2026-01-15,,,65110,"Lyel Accountants Ltd Annexe G, Oaktree House 408 Oakwood Lane Leeds LS8 3LG England"
NAMECO (NO. 1440) LIMITED,16962220,Active,Private limited company,,,2026-01-14,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PALM FINANCIAL MANAGEMENT LIMITED,08244605,Active,Private limited company,,,2012-10-09,,,65110 65300,4100 Park Approach Thorpe Park Leeds LS15 8GB England
JTG FINANCIAL SERVICES LTD,16969098,Active,Private limited company,,,2026-01-16,,,64922 65110,55 Windermere Road Wistaston Crewe CW2 8RH England
PRO HOLDINGS GROUP LTD,13192692,Active,Private limited company,,,2021-02-10,,,64922 65110 65120 66220,25-29 Sandy Way Yeadon Leeds LS19 7EW United Kingdom
KKOGUN LTD,16273895,Active,Private limited company,,,2025-02-25,,,65110,88 Western Avenue Ashford TN23 1LZ England
OLIVE MORTGAGE SOLUTIONS LTD,17052580,Active,Private limited company,,,2026-02-24,,,64999 65110 65120,5a Stondon Park London SE23 1LB England
GRACECHURCH UTG NO. 475 LIMITED,06985371,Active,Private limited company,,,2009-08-08,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SIMPL FINANCE LTD,16972690,Active,Private limited company,,,2026-01-19,,,64922 65110,128 City Road London EC1V 2NX United Kingdom
CLEARPATH MORTGAGE SERVICES LTD,17065789,Active,Private limited company,,,2026-03-02,,,64922 65110 66190,39 High Street North Tiffield Towcester NN12 8AE England
QUICK QUOTE LIFE LIMITED,17059345,Active,Private limited company,,,2026-02-27,,,65110,Axis 3 Axis Court Riverside Business Park Swansea Vale Swansea SA7 0AJ Wales
THE LATER LIFE PLANNING GROUP LIMITED,14775678,Active,Private limited company,,,2023-04-03,,,64999 65110,First Floor 3 Cliffe Park Way Bruntcliffe Road Morley LS27 0RY United Kingdom
SIMPLY COVERED LIMITED,15247145,Active,Private limited company,,,2023-10-30,,,64922 65110,Kintyre House 70 High Street Fareham PO16 7BB England
SEN MORTGAGE SOLUTIONS LTD,14817351,Active,Private limited company,,,2023-04-20,,,64922 64999 65110 65120,17 Harvest Way Heybridge Maldon CM9 4PS England
WADM LTD,11795044,Active,Private limited company,,,2019-01-29,,,65110,Wadm House 34 Stourhead Drive Northampton NN4 0UH United Kingdom
SANDVIK ACTUARIAL SERVICES LIMITED,SC549629,Active,Private limited company,,,2016-11-09,,,65110,Clyde Offices 2nd Floor 48 West George Street Glasgow G2 1BP Scotland
ARIES HOLDINGS GROUP LTD,SC677544,Active,Private limited company,,,2020-10-14,,,64922 65110 65120 66220,6 Dryden Road Eh20 Business Centre Loanhead EH20 9LZ United Kingdom
FAIRFIRST MORTGAGES LIMITED,15771027,Active,Private limited company,,,2024-06-11,,,64922 65110 65120,The Gatehouse Gatehouse Way Aylesbury HP19 8DB England
CP FINANCE LIMITED,17040142,Active,Private limited company,,,2026-02-18,,,64922 65110,Blackenhall Business Park A6 Moorfield Road Wolverhampton WV2 4QT England
CC PROTECTION LIMITED,12254546,Active,Private limited company,,,2019-10-10,,,65110,27 Peregrine Close Bishop's Stortford CM23 4LT England
EASYWAY MORTGAGES LTD,17110343,Active,Private limited company,,,2026-03-23,,,65110 66190 66220 82110,2 Wisteria Close Coventry CV2 1JP England
STEADFAST FINANCIAL SOLUTIONS LTD,14475704,Active,Private limited company,,,2022-11-10,,,65110,Lingfield House Lingfield Point Darlington DL1 1RW England
DALVA HUB GROUP LIMITED,15870823,Active,Private limited company,,,2024-08-01,,,47910 65110 85590 88990,145 Throstle Road Leeds LS10 4HF United Kingdom
GRACECHURCH UTG NO. 477 LIMITED,03848232,Active,Private limited company,,,1999-09-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SIMON STELLA LTD,12546240,Active,Private limited company,,,2020-04-03,,,64922 65110 66220,Unit 1c The Showhouse Watermill Way London SW19 2RD United Kingdom
THE MORTGAGED BRISTOL LIMITED,14001472,Active,Private limited company,,,2022-03-24,,,64922 65110 66220,Henleaze House 13 Harbury Road Bristol BS9 4PN England
ALAN HOLLINGSWORTH FINANCIAL SOLUTIONS LTD,12546276,Active,Private limited company,,,2020-04-03,,,64205 64922 65110,42 Welldale Crescent Stockton-On-Tees TS19 7HU England
LATER LIFE ESTATE PLANNING LIMITED,17188177,Active,Private limited company,,,2026-04-29,,,64999 65110 65120 66220,"The Later Life Planning Group, 3 Cliffe Park Way Bruntcliffe Road Morley Leeds LS27 0RY United Kingdom"
ARTISAN FINANCIAL LIMITED,09785115,Active,Private limited company,,,2015-09-18,,,65110 65300,1 Central Drive Wingerworth Chesterfield S42 6QJ England
JR MORTGAGE SOLUTIONS LTD,17157041,Active,Private limited company,,,2026-04-14,,,64922 65110,36 Glynne Street Connah's Quay Deeside CH5 4RA United Kingdom
CANFIELD-PAYNE INSURANCE CONSULTANTS LIMITED,05206172,Active,Private limited company,,,2004-08-16,,,65110 66220,Elmwood House Ghyll Royd Guiseley Leeds LS20 9LT United Kingdom
CASTLE MORTGAGE SOLUTIONS LTD,14162266,Active,Private limited company,,,2022-06-09,,,64922 65110,50-52 Bondgate Within Alnwick NE66 1JD England
MAXROC INSURANCE HOLDINGS LIMITED,09526000,Active,Private limited company,,,2015-04-07,,,65110 65120 65201 65202,"Floor 5, 70 Gracechurch Street London EC3V 0XL England"
BAYTECH BUSINESS SOLUTIONS PVT LTD,16216667,Active,Private limited company,,,2025-01-29,,,65110 66110 66190 66300,"16216667 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
GREENWOOD MORTGAGES LTD,13398858,Active,Private limited company,,,2021-05-14,,,64922 64999 65110,30 Paulden Avenue Manchester M23 1PD England
DF FINANCIAL LIMITED,NI738593,Active,Private limited company,,,2026-03-09,,,64922 65110 66190 66220,176 Enniskillen Road Drumcullion Enniskillen BT94 2DN United Kingdom
CAMPBELL INSURANCE SERVICES LIMITED,02045904,Active,Private limited company,,,1986-08-12,,,65110,The Bull Yard High Street Ashford TN24 8SN England
FARPOINT CAPITAL LIMITED,17120608,Active,Private limited company,,,2026-03-27,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
SYKES & COOPER LIMITED,14686406,Active,Private limited company,,,2023-02-24,,,64922 64999 65110,Penny Lane Business Centre 374 Smithdown Road Liverpool L15 5AN United Kingdom
RAMBLERS FINANCIAL SERVICES LTD,17119812,Active,Private limited company,,,2026-03-26,,,64922 65110 66190 66220,Unit 4g Eleven Mile Lane Wymondham NR18 9JL England
BA FINANCIAL SERVICES LTD,12744506,Active,Private limited company,,,2020-07-15,,,65110 65120 65201 65202,Manor Court Manor Mill Lane Unit 2 Leeds LS11 8LQ United Kingdom
CUTTING & CARTER LIMITED,04073395,Active,Private limited company,,,2000-09-18,,,65110 65120 65300 66190,The Pavilions Eden Park Ham Green Bristol BS20 0DD United Kingdom
CHRIS MARSHALL PROTECTION LTD,14609787,Active,Private limited company,,,2023-01-23,,,65110,8 Plymouth Road Barry CF62 5TY Wales
MILLER FINANCIAL SOLUTIONS LTD,11221738,Active,Private limited company,,,2018-02-23,,,64922 65110 66220,6 Church Street Castleton Whitby YO21 2EQ England
SHIELDPATH LTD,17205025,Active,Private limited company,,,2026-05-07,,,65110,Cragg House Moor Road Burley Woodhead Ilkley LS29 7BG England
PATRICK O'DONOVAN FINANCIAL SOLUTIONS LTD,11236959,Active,Private limited company,,,2018-03-06,,,64922 65110 66220,The Office Spencefield Lane Leicester LE5 6PS England
PATTINSON CONSULTANCY LIMITED,10598140,Active,Private limited company,,,2017-02-02,,,65110,Suite 131 80 Churchill Square Kings Hill West Malling ME19 4YU England
HENDERSON PROTECT LTD,17233481,Active,Private limited company,,,2026-05-20,,,65110,42 Knox Gardens Bordon GU35 0EW United Kingdom
VIISANA FINANCIAL SOLUTIONS LTD,11036464,Active,Private limited company,,,2017-10-27,,,65110,Crescent House Crescent Road Worthing BN11 1RN England
GJC FINANCE LTD,08018892,Active,Private limited company,,,2012-04-04,,,65110 66110,"08018892 - COMPANIES HOUSE DEFAULT ADDRESS Cardiff CF14 8LH "
ALDERLEY ASSET MANAGEMENT LIMITED,03472967,Active,Private limited company,,,1997-11-28,,,65110 65300,"Tower 12 18-22 Bridge Street Spinningfields Manchester M3 3BZ "
INSURANZ BROKER LTD,14329753,Active,Private limited company,,,2022-09-01,,,65110 65120 66220,86-90 Paul Street London EC2A 4NE England
ACCUMA FINANCIAL PLANNING LIMITED,10135415,Active,Private limited company,,,2016-04-20,,,65110,"Suite F8, Moulton Park Business Centre Redhouse Road Moulton Park Northampton NN3 6AQ United Kingdom"
PMC PROTECTS LTD,12873031,Active,Private limited company,,,2020-09-11,,,64999 65110 66220,"Level One, Basecamp Liverpool 49  Jamaica Street Liverpool L1 0AH England"
VITA PROTECT LTD,11821845,Active,Private limited company,,,2019-02-12,,,65110 66220,"Top Floor, Rear Room, 49 St. Kilda's Road London N16 5BS United Kingdom"
GRACECHURCH UTG NO. 438 LIMITED,07209311,Active,Private limited company,,,2010-03-31,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
KNIGHTBRIDGE LIFE UK LIMITED,11939746,Active,Private limited company,,,2019-04-11,,,65110,32 Park Cross Street Leeds LS1 2QH England
SG MORTGAGE HUB LTD,14793021,Active,Private limited company,,,2023-04-11,,,64922 65110 66220,208 Crookes Sheffield S10 1TG United Kingdom
REGULUS CONSULTING LTD,05459206,Active,Private limited company,,,2005-05-20,,,64999 65110 65120 65300,Second Floor 3 Liverpool Gardens Worthing BN11 1TF England
FUTURE PROOF PLANNING LIMITED,15299046,Active,Private limited company,,,2023-11-21,,,64999 65110 65120 65300,2 Compton Avenue Neath SA10 6BB Wales
HOMEKEY MORTGAGE SOLUTIONS LTD,11483418,Active,Private limited company,,,2018-07-25,,,64922 65110,5 Drakes Mews Crownhill Milton Keynes MK8 0ER England
F G WATTS FINANCIAL ADVISERS LIMITED,07061659,Active,Private limited company,,,2009-10-30,,,65110,5 Mobbs Miller House Christchurch Road Northampton NN1 5LL England
NAMECO (NO.930) LIMITED,06292098,Active,Private limited company,,,2007-06-25,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1092) LIMITED,08603863,Active,Private limited company,,,2013-07-10,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MALLEE NAME NO 1 LIMITED,06292123,Active,Private limited company,,,2007-06-25,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1022) LIMITED,07676229,Active,Private limited company,,,2011-06-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO.929) LIMITED,06292120,Active,Private limited company,,,2007-06-25,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1104) LIMITED,08653672,Active,Private limited company,,,2013-08-16,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
HOLDCO (NO. 313) LIMITED,14958121,Active,Private limited company,,,2023-06-24,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NOMINA CORPORATE PARTNER NO 590 LIMITED,12698850,Active,Private limited company,,,2020-06-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1024) LIMITED,07676162,Active,Private limited company,,,2011-06-21,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1101) LIMITED,08653773,Active,Private limited company,,,2013-08-16,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1380) LIMITED,14296255,Active,Private limited company,,,2022-08-15,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1106) LIMITED,08653822,Active,Private limited company,,,2013-08-16,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
TIGER MORTGAGES LTD,11594073,Active,Private limited company,,,2018-09-28,,,64205 64922 65110 66220,Foresters Hall 25-27 Westow Street London SE19 3RY England
OAKLAND FINANCIAL SERVICES LIMITED,11693496,Active,Private limited company,,,2018-11-23,,,64999 65110 82990,10 Ashton Lane Sale M33 6NH England
GREENLANDS INSURANCE SERVICES LIMITED,03589692,Active,Private limited company,,,1998-06-29,,,65110 65120,"Unit 1 The Science Park Aberystwyth SY23 3AH "
EASTMILLS LIMITED,04642182,Active,Private limited company,,,2003-01-20,,,65110 65300,"Mcf Complex 60 New Road Kidderminster DY10 1AQ "
FORUM WEALTH MANAGEMENT LIMITED,04812359,Active,Private limited company,,,2003-06-26,,,65110 65120 65300,"46 Aldgate High Street London EC3N 1AL "
NPC SERVICES LTD,10898516,Active,Private limited company,,,2017-08-03,,,65110 65120,Grasmere Buxton Road Bosley Macclesfield SK11 0PS England
RICHMONDE LAINE WEALTH MANAGEMENT LTD,05100697,Active,Private limited company,,,2004-04-13,,,65110 65120,The Old Sidings 18 Station Approach Bradford-On-Avon BA15 1FQ England
SAUNDERSON HOUSE LIMITED,00940473,Active,Private limited company,,,1968-10-14,,,64999 65110 65120 66300,30 Gresham Street London EC2V 7QN England
NAMECO (NO.123) LIMITED,03440598,Active,Private limited company,,,1997-09-26,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
STANDARD LIFE PENSION FUNDS LIMITED,SC046447,Active,Private limited by guarantee without share capital,,,1969-03-27,,,65110,"Standard Life House 30 Lothian Road Edinburgh EH1 2DH "
FINHAWK MORTGAGES LTD,12050223,Active,Private limited company,,,2019-06-13,,,64922 65110 65120,40 Apostle Way Bishopdown Salisbury SP1 3GS England
MEDICAL SICKNESS ANNUITY AND LIFE ASSURANCE SOCIETY LIMITED(THE),00167697,Active,Private limited by guarantee without share capital,,,1920-05-25,,,65110,"Colmore Circus Queensway Birmingham B4 6AR "
ROLLINSON SMITH AND COMPANY LIMITED,01157096,Active,Private limited company,,,1974-01-15,,,65110 65120,"Pr House Hortonwood 30 Telford TF1 7ET "
NAMECO (NO. 1311) LIMITED,10846306,Active,Private limited company,,,2017-07-03,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
WESLEYAN FINANCIAL SERVICES LIMITED,01651212,Active,Private limited company,,,1982-07-14,,,65110,"Colmore Circus Birmingham B4 6AR "
PROTECTION PERFECTION LIMITED,14220106,Active,Private limited company,,,2022-07-07,,,65110,"1st Floor, Unit 2ca Deer Park Farm Industrial Estate Knowle Lane Fair Oak SO50 7DZ United Kingdom"
HEADSTART FINANCIAL PLANNING LIMITED,03810610,Active,Private limited company,,,1999-07-21,,,65110 65120 65201 65202,"274-278 Wimborne Road Bournemouth Dorset BH3 7AT "
DHW FINANCIAL SERVICES LTD,06632334,Active,Private limited company,,,2008-06-27,,,65110 66290,"6 The Point Lions Way Sleaford NG34 8GG "
NAMECO (NO. 1344) LIMITED,12732848,Active,Private limited company,,,2020-07-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1374) LIMITED,14229578,Active,Private limited company,,,2022-07-12,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1360) LIMITED,13502468,Active,Private limited company,,,2021-07-09,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1317) LIMITED,11460028,Active,Private limited company,,,2018-07-11,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
MORTGAGENIE LTD,12709626,Active,Private limited company,,,2020-07-01,,,64922 65110 66220,24 The Downs Aldridge Walsall WS9 0YT England
NAMECO (NO. 1331) LIMITED,12113132,Active,Private limited company,,,2019-07-19,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1332) LIMITED,12113079,Active,Private limited company,,,2019-07-19,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
PRINCIPALITY PERSONAL LOANS LIMITED,02498138,Active,Private limited company,,,1990-05-02,,,65110,Principality House The Friary Cardiff CF10 3FA Wales
ABSOLUTE MORTGAGE SOLUTIONS LTD,05936707,Active,Private limited company,,,2006-09-15,,,64999 65110 65120,57a Freshfield Road Formby Liverpool L37 3HL England
TYNAN ACTUARIAL SERVICES LIMITED,14280678,Active,Private limited company,,,2022-08-06,,,65110,8 Cyan Apartments Gunmakers Lane London E3 5GU England
BRITANNIA FINANCIAL (UK) LIMITED,SC431527,Active,Private limited company,,,2012-08-30,,,65110 66220,Fairbairn House 6 Fairbairn Place Livingston EH54 6TN Scotland
NAMECO (NO. 1259) LIMITED,09591061,Active,Private limited company,,,2015-05-14,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1256) LIMITED,09589124,Active,Private limited company,,,2015-05-13,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
NAMECO (NO. 1257) LIMITED,09589026,Active,Private limited company,,,2015-05-13,,,65110 65120 65201 65202,5th Floor 40 Gracechurch Street London EC3V 0BT England
LIFESEARCH HOLDINGS LIMITED,08292355,Active,Private limited company,,,2012-11-13,,,65110 74990,3000a Parkway Whiteley PO15 7FX United Kingdom
JENSTEN INSURANCE BROKERS (LONDON & SE) LIMITED,00910250,Active,Private limited company,,,1967-07-07,,,65110 65120 65300,"The Old Court House 191 High Road South Woodford E18 2QF "
ESTATE PLANNING SOLUTIONS LIMITED,04454568,Active,Private limited company,,,2002-06-05,,,64999 65110 65300 66220,"8 New Walk Beverley HU17 7AD "
CHILTERN MORTGAGES LTD,15737271,Active,Private limited company,,,2024-05-23,,,64999 65110 66220,23a Crendon Street High Wycombe HP13 6LJ United Kingdom
DON WERNHAM FINANCIAL ADVISERS LIMITED,05667898,Active,Private limited company,,,2006-01-06,,,65110,Comberton House Cann Lane North Appleton Warrington WA4 5NF England
AIM  FINANCIAL SERVICES LIMITED,SC811480,Active,Private limited company,,,2024-05-23,,,65110 66220 70221 82990,114b Mid Street Keith AB55 5AA United Kingdom
